,labelId,imageId,taskId,labelName,taskName,tasknum,task1,task2
61192,183,41514,26,jeans,pants:material,2,pants,material
61193,148,41514,24,ripped,pants:decoration,2,pants,decoration
61195,40,41516,3,silver,shoe:color,2,shoe,color
61197,38,41518,17,khaki,outerwear:color,2,outerwear,color
61198,269,41519,11,dark,pants:color,2,pants,color
61199,113,41519,26,denim,pants:material,2,pants,material
61200,172,41519,11,denim blue,pants:color,2,pants,color
61201,81,41519,11,dark blue,pants:color,2,pants,color
61202,110,41519,11,navy blue,pants:color,2,pants,color
61203,113,41519,11,denim,pants:color,2,pants,color
61204,92,41520,26,leather,pants:material,2,pants,material
61205,321,41520,26,pu leather,pants:material,2,pants,material
61209,248,41523,34,ballet flats,shoe:flat type,2,shoe,flat type
61210,96,41523,30,bow,shoe:decoration,2,shoe,decoration
61211,92,41524,21,leather,outerwear:material,2,outerwear,material
61212,4,41524,15,women,outerwear:gender,2,outerwear,gender
61213,178,41524,17,brown,outerwear:color,2,outerwear,color
61214,362,41524,13,hoodies,outerwear:type,2,outerwear,type
61215,2,41524,20,adult,outerwear:age,2,outerwear,age
61216,372,41525,19,double,outerwear:collar,2,outerwear,collar
61217,2,41526,31,adult,pants:age,2,pants,age
61218,4,41526,32,women,pants:gender,2,pants,gender
61219,41,41526,11,pink,pants:color,2,pants,color
61220,38,41527,11,khaki,pants:color,2,pants,color
61221,280,41527,44,ankle,pants:length,2,pants,length
61222,3,41528,17,black,outerwear:color,2,outerwear,color
61223,71,41528,13,jackets,outerwear:type,2,outerwear,type
61224,248,41529,34,ballet flats,shoe:flat type,2,shoe,flat type
61225,216,41530,24,drawstring,pants:decoration,2,pants,decoration
61228,176,41532,26,linen,pants:material,2,pants,material
61229,113,41533,11,denim,pants:color,2,pants,color
61230,113,41533,26,denim,pants:material,2,pants,material
61231,362,41534,13,hoodies,outerwear:type,2,outerwear,type
61232,372,41535,19,double,outerwear:collar,2,outerwear,collar
61234,166,41537,22,skinny,pants:fit,2,pants,fit
61235,145,41537,22,slim,pants:fit,2,pants,fit
61236,107,41538,11,print,pants:color,2,pants,color
61237,107,41538,24,print,pants:decoration,2,pants,decoration
61238,107,41538,25,print,pants:pattern,2,pants,pattern
61239,329,41539,14,castle,dress:occasion,2,dress,occasion
61244,23,41542,17,red,outerwear:color,2,outerwear,color
61245,27,41542,13,coats,outerwear:type,2,outerwear,type
61251,323,41545,14,versatile,dress:occasion,2,dress,occasion
61252,34,41546,12,long,dress:length,2,dress,length
61253,233,41546,5,feathers,dress:decoration,2,dress,decoration
61254,39,41547,3,green,shoe:color,2,shoe,color
61255,47,41547,18,high,shoe:heel type,2,shoe,heel type
61258,177,41549,17,tan,outerwear:color,2,outerwear,color
61259,380,41550,5,hollow out,dress:decoration,2,dress,decoration
61272,329,41557,14,castle,dress:occasion,2,dress,occasion
61274,55,41559,37,floral,dress:pattern,2,dress,pattern
61275,95,41560,26,imitation leather,pants:material,2,pants,material
61276,94,41560,26,faux leather,pants:material,2,pants,material
61277,315,41560,24,zippers,pants:decoration,2,pants,decoration
61282,207,41563,8,bodycon,dress:silhouette,2,dress,silhouette
61290,166,41570,22,skinny,pants:fit,2,pants,fit
61291,181,41570,24,high waisted,pants:decoration,2,pants,decoration
61292,249,41571,24,scratched,pants:decoration,2,pants,decoration
61296,117,41574,30,glitter,shoe:decoration,2,shoe,decoration
61297,40,41574,3,silver,shoe:color,2,shoe,color
61298,4,41574,1,women,shoe:gender,2,shoe,gender
61299,2,41574,2,adult,shoe:age,2,shoe,age
61300,37,41574,3,white,shoe:color,2,shoe,color
61301,154,41574,9,canvas,shoe:type,2,shoe,type
61306,289,41577,26,goretex,pants:material,2,pants,material
61307,2,41578,20,adult,outerwear:age,2,outerwear,age
61308,4,41578,15,women,outerwear:gender,2,outerwear,gender
61309,113,41579,11,denim,pants:color,2,pants,color
61310,183,41579,23,jeans,pants:type,2,pants,type
61311,330,41579,11,blue jeans,pants:color,2,pants,color
61312,183,41579,26,jeans,pants:material,2,pants,material
61313,20,41579,11,blue,pants:color,2,pants,color
61314,172,41579,11,denim blue,pants:color,2,pants,color
61315,113,41579,26,denim,pants:material,2,pants,material
61316,297,41580,11,wine,pants:color,2,pants,color
61317,5,41581,18,flat,shoe:heel type,2,shoe,heel type
61318,292,41581,30,bling,shoe:decoration,2,shoe,decoration
61319,5,41581,4,flat,shoe:up height,2,shoe,up height
61320,155,41581,30,crystal,shoe:decoration,2,shoe,decoration
61321,5,41581,9,flat,shoe:type,2,shoe,type
61322,4,41581,1,women,shoe:gender,2,shoe,gender
61323,40,41581,3,silver,shoe:color,2,shoe,color
61328,183,41585,23,jeans,pants:type,2,pants,type
61329,183,41585,26,jeans,pants:material,2,pants,material
61330,330,41585,11,blue jeans,pants:color,2,pants,color
61331,229,41586,24,tassel,pants:decoration,2,pants,decoration
61332,287,41587,14,outdoor,dress:occasion,2,dress,occasion
61333,39,41588,3,green,shoe:color,2,shoe,color
61336,239,41590,13,raincoats,outerwear:type,2,outerwear,type
61337,321,41591,26,pu leather,pants:material,2,pants,material
61338,260,41591,26,pu,pants:material,2,pants,material
61339,41,41592,3,pink,shoe:color,2,shoe,color
61340,3,41593,17,black,outerwear:color,2,outerwear,color
61341,36,41593,19,hooded,outerwear:collar,2,outerwear,collar
61342,62,41594,19,fur,outerwear:collar,2,outerwear,collar
61343,152,41594,19,fox fur,outerwear:collar,2,outerwear,collar
61345,315,41596,24,zippers,pants:decoration,2,pants,decoration
61346,260,41596,26,pu,pants:material,2,pants,material
61347,94,41596,26,faux leather,pants:material,2,pants,material
61348,92,41596,26,leather,pants:material,2,pants,material
61349,321,41596,26,pu leather,pants:material,2,pants,material
61350,105,41596,24,zip,pants:decoration,2,pants,decoration
61352,26,41598,14,wedding,dress:occasion,2,dress,occasion
61359,15,41600,17,navy,outerwear:color,2,outerwear,color
61360,81,41600,17,dark blue,outerwear:color,2,outerwear,color
61361,303,41600,39,double breasted,outerwear:closure type,2,outerwear,closure type
61366,176,41604,26,linen,pants:material,2,pants,material
61367,181,41605,24,high waisted,pants:decoration,2,pants,decoration
61368,109,41606,30,hollow,shoe:decoration,2,shoe,decoration
61369,283,41606,30,buckle,shoe:decoration,2,shoe,decoration
61370,283,41606,10,buckle,shoe:closure type,2,shoe,closure type
61371,22,41606,9,boot,shoe:type,2,shoe,type
61372,39,41607,3,green,shoe:color,2,shoe,color
61374,4,41609,1,women,shoe:gender,2,shoe,gender
61375,240,41609,30,jelly,shoe:decoration,2,shoe,decoration
61376,352,41610,21,synthetic leather,outerwear:material,2,outerwear,material
61379,26,41612,14,wedding,dress:occasion,2,dress,occasion
61380,287,41612,14,outdoor,dress:occasion,2,dress,occasion
61382,323,41614,14,versatile,dress:occasion,2,dress,occasion
61384,5,41616,4,flat,shoe:up height,2,shoe,up height
61385,5,41616,9,flat,shoe:type,2,shoe,type
61386,5,41616,18,flat,shoe:heel type,2,shoe,heel type
61387,248,41616,34,ballet flats,shoe:flat type,2,shoe,flat type
61391,118,41619,11,grey,pants:color,2,pants,color
61392,203,41619,11,dark grey,pants:color,2,pants,color
61393,39,41620,3,green,shoe:color,2,shoe,color
61398,323,41624,14,versatile,dress:occasion,2,dress,occasion
61399,1,41625,32,men,pants:gender,2,pants,gender
61400,249,41625,24,scratched,pants:decoration,2,pants,decoration
61401,2,41625,31,adult,pants:age,2,pants,age
61402,237,41626,5,belt,dress:decoration,2,dress,decoration
61403,34,41626,12,long,dress:length,2,dress,length
61404,3,41626,6,black,dress:color,2,dress,color
61405,72,41626,14,red carpet,dress:occasion,2,dress,occasion
61406,249,41627,24,scratched,pants:decoration,2,pants,decoration
61407,20,41628,11,blue,pants:color,2,pants,color
61408,38,41629,11,khaki,pants:color,2,pants,color
61409,183,41629,26,jeans,pants:material,2,pants,material
61410,166,41629,22,skinny,pants:fit,2,pants,fit
61411,307,41629,22,skinny jeans,pants:fit,2,pants,fit
61412,2,41629,31,adult,pants:age,2,pants,age
61413,1,41629,32,men,pants:gender,2,pants,gender
61414,183,41629,23,jeans,pants:type,2,pants,type
61415,145,41629,22,slim,pants:fit,2,pants,fit
61416,1,41630,15,men,outerwear:gender,2,outerwear,gender
61417,84,41630,17,gold,outerwear:color,2,outerwear,color
61418,71,41630,13,jackets,outerwear:type,2,outerwear,type
61419,2,41630,20,adult,outerwear:age,2,outerwear,age
61421,41,41632,11,pink,pants:color,2,pants,color
61422,113,41633,7,denim,dress:material,2,dress,material
61423,297,41634,11,wine,pants:color,2,pants,color
61424,334,41635,26,lycra,pants:material,2,pants,material
61425,283,41636,10,buckle,shoe:closure type,2,shoe,closure type
61426,283,41636,30,buckle,shoe:decoration,2,shoe,decoration
61427,18,41637,4,low,shoe:up height,2,shoe,up height
61428,110,41638,11,navy blue,pants:color,2,pants,color
61429,81,41638,11,dark blue,pants:color,2,pants,color
61435,4,41642,1,women,shoe:gender,2,shoe,gender
61436,2,41642,2,adult,shoe:age,2,shoe,age
61440,2,41645,20,adult,outerwear:age,2,outerwear,age
61441,1,41645,15,men,outerwear:gender,2,outerwear,gender
61442,20,41645,17,blue,outerwear:color,2,outerwear,color
61444,249,41647,24,scratched,pants:decoration,2,pants,decoration
61446,249,41649,24,scratched,pants:decoration,2,pants,decoration
61447,329,41650,14,castle,dress:occasion,2,dress,occasion
61450,287,41653,14,outdoor,dress:occasion,2,dress,occasion
61451,3,41654,11,black,pants:color,2,pants,color
61453,20,41656,11,blue,pants:color,2,pants,color
61460,323,41660,14,versatile,dress:occasion,2,dress,occasion
61461,71,41661,13,jackets,outerwear:type,2,outerwear,type
61464,36,41663,19,hooded,outerwear:collar,2,outerwear,collar
61465,112,41663,21,cotton,outerwear:material,2,outerwear,material
61466,342,41663,21,cotton blends,outerwear:material,2,outerwear,material
61475,177,41665,17,tan,outerwear:color,2,outerwear,color
61477,71,41667,13,jackets,outerwear:type,2,outerwear,type
61478,156,41668,17,burgundy,outerwear:color,2,outerwear,color
61479,71,41668,13,jackets,outerwear:type,2,outerwear,type
61481,237,41670,5,belt,dress:decoration,2,dress,decoration
61482,92,41670,7,leather,dress:material,2,dress,material
61483,248,41671,34,ballet flats,shoe:flat type,2,shoe,flat type
61484,5,41672,18,flat,shoe:heel type,2,shoe,heel type
61485,248,41672,34,ballet flats,shoe:flat type,2,shoe,flat type
61486,3,41672,3,black,shoe:color,2,shoe,color
61487,5,41672,9,flat,shoe:type,2,shoe,type
61489,113,41674,21,denim,outerwear:material,2,outerwear,material
61490,352,41675,21,synthetic leather,outerwear:material,2,outerwear,material
61491,4,41676,1,women,shoe:gender,2,shoe,gender
61492,227,41677,19,pillow,outerwear:collar,2,outerwear,collar
61493,323,41678,14,versatile,dress:occasion,2,dress,occasion
61494,249,41679,24,scratched,pants:decoration,2,pants,decoration
61495,280,41680,44,ankle,pants:length,2,pants,length
61496,38,41680,11,khaki,pants:color,2,pants,color
61497,116,41681,11,leopard,pants:color,2,pants,color
61498,107,41681,11,print,pants:color,2,pants,color
61499,107,41681,25,print,pants:pattern,2,pants,pattern
61500,116,41681,25,leopard,pants:pattern,2,pants,pattern
61501,107,41681,24,print,pants:decoration,2,pants,decoration
61502,248,41682,34,ballet flats,shoe:flat type,2,shoe,flat type
61503,152,41683,19,fox fur,outerwear:collar,2,outerwear,collar
61504,372,41684,19,double,outerwear:collar,2,outerwear,collar
61506,181,41686,24,high waisted,pants:decoration,2,pants,decoration
61507,101,41687,26,wool,pants:material,2,pants,material
61508,323,41688,14,versatile,dress:occasion,2,dress,occasion
61509,177,41689,17,tan,outerwear:color,2,outerwear,color
61510,323,41690,14,versatile,dress:occasion,2,dress,occasion
61511,112,41691,26,cotton,pants:material,2,pants,material
61512,47,41692,18,high,shoe:heel type,2,shoe,heel type
61513,4,41693,32,women,pants:gender,2,pants,gender
61514,2,41693,31,adult,pants:age,2,pants,age
61516,302,41695,3,golden,shoe:color,2,shoe,color
61517,329,41696,14,castle,dress:occasion,2,dress,occasion
61519,289,41698,26,goretex,pants:material,2,pants,material
61520,118,41699,11,grey,pants:color,2,pants,color
61521,275,41699,11,light grey,pants:color,2,pants,color
61522,249,41700,24,scratched,pants:decoration,2,pants,decoration
61524,369,41702,26,cowboy,pants:material,2,pants,material
61525,2,41703,31,adult,pants:age,2,pants,age
61526,1,41703,32,men,pants:gender,2,pants,gender
61530,76,41706,4,kneehigh,shoe:up height,2,shoe,up height
61534,9,41708,25,mermaid,pants:pattern,2,pants,pattern
61535,54,41709,21,down,outerwear:material,2,outerwear,material
61536,227,41709,19,pillow,outerwear:collar,2,outerwear,collar
61537,27,41709,13,coats,outerwear:type,2,outerwear,type
61539,81,41711,17,dark blue,outerwear:color,2,outerwear,color
61540,329,41712,14,castle,dress:occasion,2,dress,occasion
61542,216,41714,39,drawstring,outerwear:closure type,2,outerwear,closure type
61543,297,41715,11,wine,pants:color,2,pants,color
61544,7,41716,17,purple,outerwear:color,2,outerwear,color
61545,113,41717,26,denim,pants:material,2,pants,material
61546,183,41717,23,jeans,pants:type,2,pants,type
61547,183,41717,26,jeans,pants:material,2,pants,material
61548,20,41717,11,blue,pants:color,2,pants,color
61549,113,41717,11,denim,pants:color,2,pants,color
61551,71,41719,13,jackets,outerwear:type,2,outerwear,type
61553,312,41721,26,twill,pants:material,2,pants,material
61555,47,41723,18,high,shoe:heel type,2,shoe,heel type
61556,184,41723,41,ankle strap,shoe:back counter type,2,shoe,back counter type
61557,184,41723,10,ankle strap,shoe:closure type,2,shoe,closure type
61564,289,41726,26,goretex,pants:material,2,pants,material
61566,65,41728,12,maxi,dress:length,2,dress,length
61567,287,41728,14,outdoor,dress:occasion,2,dress,occasion
61568,6,41728,5,printed,dress:decoration,2,dress,decoration
61572,248,41731,34,ballet flats,shoe:flat type,2,shoe,flat type
61573,20,41732,17,blue,outerwear:color,2,outerwear,color
61574,2,41732,20,adult,outerwear:age,2,outerwear,age
61575,1,41732,15,men,outerwear:gender,2,outerwear,gender
61576,98,41732,17,royal blue,outerwear:color,2,outerwear,color
61577,81,41732,17,dark blue,outerwear:color,2,outerwear,color
61582,92,41735,26,leather,pants:material,2,pants,material
61585,152,41737,19,fox fur,outerwear:collar,2,outerwear,collar
61586,248,41738,34,ballet flats,shoe:flat type,2,shoe,flat type
61588,95,41740,26,imitation leather,pants:material,2,pants,material
61589,94,41740,26,faux leather,pants:material,2,pants,material
61590,113,41741,7,denim,dress:material,2,dress,material
61591,2,41742,2,adult,shoe:age,2,shoe,age
61592,4,41742,1,women,shoe:gender,2,shoe,gender
61594,15,41744,11,navy,pants:color,2,pants,color
61595,81,41744,11,dark blue,pants:color,2,pants,color
61596,110,41744,11,navy blue,pants:color,2,pants,color
61597,352,41745,21,synthetic leather,outerwear:material,2,outerwear,material
61598,92,41745,21,leather,outerwear:material,2,outerwear,material
61599,94,41745,21,faux leather,outerwear:material,2,outerwear,material
61600,2,41746,2,adult,shoe:age,2,shoe,age
61601,57,41746,10,laceup,shoe:closure type,2,shoe,closure type
61602,3,41746,3,black,shoe:color,2,shoe,color
61603,4,41746,1,women,shoe:gender,2,shoe,gender
61604,20,41747,11,blue,pants:color,2,pants,color
61605,81,41747,11,dark blue,pants:color,2,pants,color
61606,110,41747,11,navy blue,pants:color,2,pants,color
61607,15,41747,11,navy,pants:color,2,pants,color
61608,113,41748,11,denim,pants:color,2,pants,color
61609,113,41748,26,denim,pants:material,2,pants,material
61610,33,41749,11,black white,pants:color,2,pants,color
61611,3,41750,3,black,shoe:color,2,shoe,color
61612,1,41750,1,men,shoe:gender,2,shoe,gender
61613,2,41750,2,adult,shoe:age,2,shoe,age
61615,50,41752,7,chiffon,dress:material,2,dress,material
61616,196,41752,14,prom,dress:occasion,2,dress,occasion
61617,7,41753,17,purple,outerwear:color,2,outerwear,color
61618,166,41754,22,skinny,pants:fit,2,pants,fit
61619,4,41755,15,women,outerwear:gender,2,outerwear,gender
61620,2,41755,20,adult,outerwear:age,2,outerwear,age
61621,183,41756,26,jeans,pants:material,2,pants,material
61622,249,41756,24,scratched,pants:decoration,2,pants,decoration
61623,148,41756,25,ripped,pants:pattern,2,pants,pattern
61624,183,41756,23,jeans,pants:type,2,pants,type
61625,148,41756,24,ripped,pants:decoration,2,pants,decoration
61626,327,41756,24,ripped jeans,pants:decoration,2,pants,decoration
61627,33,41757,11,black white,pants:color,2,pants,color
61628,1,41758,15,men,outerwear:gender,2,outerwear,gender
61629,81,41758,17,dark blue,outerwear:color,2,outerwear,color
61630,20,41758,17,blue,outerwear:color,2,outerwear,color
61634,113,41761,11,denim,pants:color,2,pants,color
61635,113,41761,26,denim,pants:material,2,pants,material
61638,11,41763,10,slipon,shoe:closure type,2,shoe,closure type
61639,2,41763,2,adult,shoe:age,2,shoe,age
61640,1,41763,1,men,shoe:gender,2,shoe,gender
61641,107,41764,24,print,pants:decoration,2,pants,decoration
61642,107,41764,11,print,pants:color,2,pants,color
61643,107,41764,25,print,pants:pattern,2,pants,pattern
